Date:10.01.26 16:23:00	Unit:C	CHARGE:00:00	TP:01:11	DRYe:05:41	FCs:09:02	FCe:	SCs:	SCe:	DROP:10:35	COOL:	Time:16:23
Time1	Time2	ET	BT	Event	Air(%)	Burner(%)	Drum(%)	VacFlag	VacSP(Pa)
00:52	00:52	146.9	70.3		52.0	50.0	0.0	0	0
00:53	00:53	149.7	69.9		52.0	50.0	0.0	0	0
00:54	00:54	150.6	69.6		52.0	50.0	0.0	0	0
00:55	00:55	153.5	69.2		52.0	50.0	0.0	0	0
00:56	00:56	154.5	69.0		52.0	50.0	0.0	0	0
00:57	00:57	156.5	68.8		52.0	50.0	0.0	0	0
00:58	00:58	157.7	68.5		52.0	50.0	0.0	0	0
00:59	00:59	158.9	68.3		52.0	50.0	0.0	0	0
01:00	01:00	161.1	68.2		52.0	50.0	0.0	0	0
01:01	01:01	162.3	68.1		52.0	50.0	0.0	0	0
01:02	01:02	163.4	68.0		52.0	50.0	0.0	0	0
01:03	01:03	165.1	67.9		52.0	50.0	0.0	0	0
01:04	01:04	167.1	67.8		52.0	50.0	0.0	0	0
01:05	01:05	168.0	67.7		52.0	50.0	0.0	0	0
01:06	01:06	169.2	67.7		52.0	50.0	0.0	0	0
01:07	01:07	170.7	67.7		52.0	50.0	0.0	0	0
01:08	01:08	171.7	67.7		52.0	50.0	0.0	0	0
01:09	01:09	172.7	67.7		52.0	50.0	0.0	0	0
01:10	01:10	173.8	67.7	TP	52.0	50.0	0.0	0	0
01:11	01:11	174.9	67.8		52.0	50.0	0.0	0	0
01:12	01:12	175.7	67.9		52.0	50.0	0.0	0	0
01:13	01:13	176.8	68.1		52.0	50.0	0.0	0	0
01:14	01:14	177.7	68.2		52.0	50.0	0.0	0	0
01:15	01:15	178.5	68.3		52.0	50.0	0.0	0	0
01:16	01:16	179.1	68.5		52.0	50.0	0.0	0	0
01:17	01:17	180.1	68.7		52.0	66.0	0.0	0	0
01:18	01:18	180.9	68.8		52.0	72.0	0.0	0	0
01:19	01:19	181.5	69.0		52.0	73.0	0.0	0	0
01:20	01:20	182.2	69.1		52.0	76.0	0.0	0	0
01:21	01:21	183.0	69.4		52.0	79.0	0.0	0	0
01:22	01:22	183.8	69.5		52.0	80.0	0.0	0	0
01:23	01:23	184.8	69.8		52.0	80.0	0.0	0	0
01:24	01:24	186.2	70.0		52.0	81.0	0.0	0	0
01:25	01:25	187.6	70.3		52.0	81.0	0.0	0	0
01:26	01:26	190.1	70.6		52.0	82.0	0.0	0	0
01:27	01:27	190.8	70.9		52.0	82.0	0.0	0	0
01:28	01:28	191.9	71.2		52.0	82.0	0.0	0	0
01:29	01:29	193.1	71.5		52.0	82.0	0.0	0	0
01:30	01:30	194.1	71.9		52.0	82.0	0.0	0	0
01:31	01:31	195.5	72.2		52.0	82.0	0.0	0	0
01:32	01:32	196.4	72.5		52.0	82.0	0.0	0	0
01:33	01:33	197.5	72.9		52.0	82.0	0.0	0	0
01:34	01:34	198.9	73.2		52.0	82.0	0.0	0	0
01:35	01:35	200.0	73.5		52.0	82.0	0.0	0	0
01:36	01:36	201.2	73.9		52.0	82.0	0.0	0	0
01:37	01:37	202.4	74.3		52.0	82.0	0.0	0	0
01:38	01:38	203.6	74.6		52.0	82.0	0.0	0	0
01:39	01:39	204.5	75.0		52.0	82.0	0.0	0	0
01:40	01:40	205.4	75.4		52.0	82.0	0.0	0	0
01:41	01:41	206.6	75.8		52.0	82.0	0.0	0	0
01:42	01:42	207.5	76.1		52.0	82.0	0.0	0	0
01:43	01:43	208.4	76.7		52.0	82.0	0.0	0	0
01:44	01:44	209.4	77.1		52.0	82.0	0.0	0	0
01:45	01:45	210.1	77.4		52.0	82.0	0.0	0	0
01:46	01:46	210.9	78.0		52.0	82.0	0.0	0	0
01:47	01:47	211.6	78.4		52.0	82.0	0.0	0	0
01:48	01:48	212.6	78.8		52.0	82.0	0.0	0	0
01:49	01:49	213.4	79.2		52.0	82.0	0.0	0	0
01:50	01:50	214.1	79.6		52.0	82.0	0.0	0	0
01:51	01:51	215.2	80.1		52.0	82.0	0.0	0	0
01:52	01:52	216.0	80.4		52.0	82.0	0.0	0	0
01:53	01:53	216.9	81.0		52.0	82.0	0.0	0	0
01:54	01:54	217.5	81.3		52.0	82.0	0.0	0	0
01:55	01:55	218.2	81.8		52.0	82.0	0.0	0	0
01:56	01:56	218.8	82.3		52.0	82.0	0.0	0	0
01:57	01:57	219.4	82.7		52.0	82.0	0.0	0	0
01:58	01:58	220.3	83.1		52.0	82.0	0.0	0	0
01:59	01:59	220.9	83.5		52.0	82.0	0.0	0	0
02:00	02:00	221.4	84.0		52.0	82.0	0.0	0	0
02:01	02:01	221.8	84.4		52.0	82.0	0.0	0	0
02:02	02:02	222.3	84.8		52.0	82.0	0.0	0	0
02:03	02:03	222.7	85.3		52.0	82.0	0.0	0	0
02:04	02:04	223.2	85.7		52.0	82.0	0.0	0	0
02:05	02:05	223.8	86.1		52.0	82.0	0.0	0	0
02:06	02:06	224.2	86.6		52.0	82.0	0.0	0	0
02:07	02:07	224.7	87.0		52.0	82.0	0.0	0	0
02:08	02:08	225.3	87.4		52.0	82.0	0.0	0	0
02:09	02:09	225.8	87.9		52.0	82.0	0.0	0	0
02:10	02:10	226.4	88.3		52.0	82.0	0.0	0	0
02:11	02:11	227.1	88.7		52.0	82.0	0.0	0	0
02:12	02:12	227.8	89.1		52.0	82.0	0.0	0	0
02:13	02:13	228.4	89.6		52.0	82.0	0.0	0	0
02:14	02:14	228.8	90.0		52.0	82.0	0.0	0	0
02:15	02:15	229.3	90.4		52.0	82.0	0.0	0	0
02:16	02:16	229.6	90.9		52.0	82.0	0.0	0	0
02:17	02:17	230.0	91.3		52.0	82.0	0.0	0	0
02:18	02:18	230.4	91.7		52.0	82.0	0.0	0	0
02:19	02:19	231.0	92.2		52.0	82.0	0.0	0	0
02:20	02:20	231.6	92.6		52.0	82.0	0.0	0	0
02:21	02:21	232.1	93.0		52.0	82.0	0.0	0	0
02:22	02:22	232.6	93.5		52.0	82.0	0.0	0	0
02:23	02:23	233.0	93.9		52.0	82.0	0.0	0	0
02:24	02:24	233.3	94.3		52.0	82.0	0.0	0	0
02:25	02:25	233.8	94.8		52.0	82.0	0.0	0	0
02:26	02:26	234.1	95.3		52.0	82.0	0.0	0	0
02:27	02:27	234.4	95.7		52.0	82.0	0.0	0	0
02:28	02:28	234.6	96.1		52.0	82.0	0.0	0	0
02:29	02:29	234.8	96.6		52.0	82.0	0.0	0	0
02:30	02:30	235.1	96.9		52.0	82.0	0.0	0	0
02:31	02:31	235.3	97.3		52.0	82.0	0.0	0	0
02:32	02:32	235.6	97.9		52.0	82.0	0.0	0	0
02:33	02:33	235.9	98.3		52.0	82.0	0.0	0	0
02:34	02:34	236.1	98.7		52.0	82.0	0.0	0	0
02:35	02:35	236.4	99.2		52.0	82.0	0.0	0	0
02:36	02:36	236.8	99.6		52.0	82.0	0.0	0	0
02:37	02:37	237.3	100.0		52.0	82.0	0.0	0	0
02:38	02:38	237.7	100.4		52.0	82.0	0.0	0	0
02:39	02:39	238.1	100.9		52.0	82.0	0.0	0	0
02:40	02:40	238.3	101.3		52.0	82.0	0.0	0	0
02:41	02:41	238.6	101.7		52.0	82.0	0.0	0	0
02:42	02:42	238.9	102.2		52.0	82.0	0.0	0	0
02:43	02:43	239.3	102.6		52.0	82.0	0.0	0	0
02:44	02:44	239.5	103.0		52.0	82.0	0.0	0	0
02:45	02:45	239.8	103.5		52.0	82.0	0.0	0	0
02:46	02:46	240.0	103.9		52.0	82.0	0.0	0	0
02:47	02:47	240.2	104.3		52.0	82.0	0.0	0	0
02:48	02:48	240.4	104.7		52.0	82.0	0.0	0	0
02:49	02:49	240.6	105.1		52.0	82.0	0.0	0	0
02:50	02:50	240.9	105.5		52.0	82.0	0.0	0	0
02:51	02:51	241.2	105.9		52.0	82.0	0.0	0	0
02:52	02:52	241.5	106.3		52.0	82.0	0.0	0	0
02:53	02:53	241.9	106.8		52.0	82.0	0.0	0	0
02:54	02:54	242.3	107.2		52.0	82.0	0.0	0	0
02:55	02:55	242.7	107.7		52.0	82.0	0.0	0	0
02:56	02:56	243.0	108.1		52.0	82.0	0.0	0	0
02:57	02:57	243.4	108.5		52.0	82.0	0.0	0	0
02:58	02:58	243.6	109.0		52.0	82.0	0.0	0	0
02:59	02:59	243.9	109.4		52.0	82.0	0.0	0	0
03:00	03:00	244.1	109.7		52.0	82.0	0.0	0	0
03:01	03:01	244.3	110.2		52.0	82.0	0.0	0	0
03:02	03:02	244.5	110.6		52.0	82.0	0.0	0	0
03:03	03:03	244.9	110.9		52.0	82.0	0.0	0	0
03:04	03:04	245.1	111.4		52.0	82.0	0.0	0	0
03:05	03:05	245.2	111.7		52.0	82.0	0.0	0	0
03:06	03:06	245.4	112.1		52.0	82.0	0.0	0	0
03:07	03:07	245.5	112.5		52.0	82.0	0.0	0	0
03:08	03:08	245.7	112.9		52.0	82.0	0.0	0	0
03:09	03:09	246.0	113.2		52.0	82.0	0.0	0	0
03:10	03:10	246.2	113.6		52.0	82.0	0.0	0	0
03:11	03:11	246.5	114.1		52.0	82.0	0.0	0	0
03:12	03:12	246.6	114.5		52.0	82.0	0.0	0	0
03:13	03:13	246.8	114.8		52.0	82.0	0.0	0	0
03:14	03:14	247.0	115.2		52.0	82.0	0.0	0	0
03:15	03:15	247.1	115.6		52.0	82.0	0.0	0	0
03:16	03:16	247.3	115.9		52.0	82.0	0.0	0	0
03:17	03:17	247.4	116.4		52.0	82.0	0.0	0	0
03:18	03:18	247.7	116.7		52.0	82.0	0.0	0	0
03:19	03:19	247.9	117.0		52.0	82.0	0.0	0	0
03:20	03:20	248.4	117.4		52.0	82.0	0.0	0	0
03:21	03:21	248.7	117.8		52.0	82.0	0.0	0	0
03:22	03:22	249.0	118.2		52.0	82.0	0.0	0	0
03:23	03:23	249.4	118.5		52.0	82.0	0.0	0	0
03:24	03:24	249.7	118.9		52.0	82.0	0.0	0	0
03:25	03:25	249.8	119.3		52.0	82.0	0.0	0	0
03:26	03:26	250.0	119.6		52.0	82.0	0.0	0	0
03:27	03:27	250.2	120.0		52.0	82.0	0.0	0	0
03:28	03:28	250.5	120.3		52.0	82.0	0.0	0	0
03:29	03:29	250.7	120.7		52.0	82.0	0.0	0	0
03:30	03:30	251.1	121.0		52.0	82.0	0.0	0	0
03:31	03:31	251.3	121.4		52.0	82.0	0.0	0	0
03:32	03:32	251.7	121.7		52.0	82.0	0.0	0	0
03:33	03:33	252.1	122.0		52.0	82.0	0.0	0	0
03:34	03:34	252.5	122.5		52.0	82.0	0.0	0	0
03:35	03:35	252.9	122.8		52.0	82.0	0.0	0	0
03:36	03:36	253.2	123.2		52.0	82.0	0.0	0	0
03:37	03:37	253.4	123.6		52.0	82.0	0.0	0	0
03:38	03:38	253.5	124.0		52.0	82.0	0.0	0	0
03:39	03:39	253.7	124.3		52.0	82.0	0.0	0	0
03:40	03:40	253.9	124.8		52.0	82.0	0.0	0	0
03:41	03:41	254.1	125.1		52.0	82.0	0.0	0	0
03:42	03:42	254.4	125.5		52.0	82.0	0.0	0	0
03:43	03:43	254.6	125.8		52.0	82.0	0.0	0	0
03:44	03:44	254.9	126.2		52.0	82.0	0.0	0	0
03:45	03:45	255.2	126.5		52.0	82.0	0.0	0	0
03:46	03:46	255.5	126.8		52.0	82.0	0.0	0	0
03:47	03:47	255.9	127.3		52.0	82.0	0.0	0	0
03:48	03:48	256.2	127.6		52.0	82.0	0.0	0	0
03:49	03:49	256.5	127.9		52.0	82.0	0.0	0	0
03:50	03:50	256.9	128.3		52.0	82.0	0.0	0	0
03:51	03:51	257.3	128.6		52.0	82.0	0.0	0	0
03:52	03:52	257.5	128.9		52.0	82.0	0.0	0	0
03:53	03:53	257.7	129.2		52.0	82.0	0.0	0	0
03:54	03:54	257.9	129.5		52.0	82.0	0.0	0	0
03:55	03:55	258.1	129.7		52.0	82.0	0.0	0	0
03:56	03:56	258.3	130.0		52.0	82.0	0.0	0	0
03:57	03:57	258.5	130.4		52.0	82.0	0.0	0	0
03:58	03:58	258.7	130.7		52.0	82.0	0.0	0	0
03:59	03:59	258.9	131.0		52.0	82.0	0.0	0	0
04:00	04:00	259.0	131.5		52.0	82.0	0.0	0	0
04:01	04:01	259.1	131.7		52.0	82.0	0.0	0	0
04:02	04:02	259.1	132.1		52.0	82.0	0.0	0	0
04:03	04:03	259.1	132.4		52.0	82.0	0.0	0	0
04:04	04:04	259.3	132.7		52.0	82.0	0.0	0	0
04:05	04:05	259.6	133.0		52.0	82.0	0.0	0	0
04:06	04:06	260.0	133.3		52.0	82.0	0.0	0	0
04:07	04:07	260.3	133.7		52.0	82.0	0.0	0	0
04:08	04:08	260.6	134.0		52.0	82.0	0.0	0	0
04:09	04:09	260.8	134.3		52.0	82.0	0.0	0	0
04:10	04:10	261.0	134.6		52.0	82.0	0.0	0	0
04:11	04:11	261.2	134.9		52.0	82.0	0.0	0	0
04:12	04:12	261.5	135.1		52.0	82.0	0.0	0	0
04:13	04:13	261.7	135.5		52.0	82.0	0.0	0	0
04:14	04:14	262.0	135.9		52.0	82.0	0.0	0	0
04:15	04:15	262.5	136.2		52.0	82.0	0.0	0	0
04:16	04:16	262.8	136.6		52.0	82.0	0.0	0	0
04:17	04:17	263.1	136.9		52.0	82.0	0.0	0	0
04:18	04:18	263.4	137.1		52.0	82.0	0.0	0	0
04:19	04:19	263.5	137.5		52.0	82.0	0.0	0	0
04:20	04:20	263.6	137.8		52.0	82.0	0.0	0	0
04:21	04:21	263.8	138.1		52.0	82.0	0.0	0	0
04:22	04:22	264.0	138.4		52.0	82.0	0.0	0	0
04:23	04:23	264.3	138.8		52.0	82.0	0.0	0	0
04:24	04:24	264.6	139.1		52.0	82.0	0.0	0	0
04:25	04:25	265.0	139.4		52.0	82.0	0.0	0	0
04:26	04:26	265.3	139.7		52.0	82.0	0.0	0	0
04:27	04:27	265.5	140.0		52.0	82.0	0.0	0	0
04:28	04:28	265.7	140.3		52.0	82.0	0.0	0	0
04:29	04:29	266.0	140.6		52.0	82.0	0.0	0	0
04:30	04:30	266.2	140.9		52.0	82.0	0.0	0	0
04:31	04:31	266.4	141.2		52.0	82.0	0.0	0	0
04:32	04:32	266.7	141.5		52.0	82.0	0.0	0	0
04:33	04:33	267.0	141.9		52.0	82.0	0.0	0	0
04:34	04:34	267.1	142.1		52.0	82.0	0.0	0	0
04:35	04:35	267.3	142.4		52.0	82.0	0.0	0	0
04:36	04:36	267.5	142.7		52.0	82.0	0.0	0	0
04:37	04:37	267.6	143.0		52.0	82.0	0.0	0	0
04:38	04:38	267.8	143.3		52.0	82.0	0.0	0	0
04:39	04:39	268.1	143.6		52.0	82.0	0.0	0	0
04:40	04:40	268.3	143.9		52.0	82.0	0.0	0	0
04:41	04:41	268.5	144.2		52.0	82.0	0.0	0	0
04:42	04:42	268.9	144.5		52.0	82.0	0.0	0	0
04:43	04:43	269.1	144.7		52.0	82.0	0.0	0	0
04:44	04:44	269.2	145.0		52.0	82.0	0.0	0	0
04:45	04:45	269.3	145.3		52.0	82.0	0.0	0	0
04:46	04:46	269.5	145.6		52.0	82.0	0.0	0	0
04:47	04:47	269.7	145.8		52.0	82.0	0.0	0	0
04:48	04:48	269.9	146.1		52.0	82.0	0.0	0	0
04:49	04:49	270.1	146.4		52.0	82.0	0.0	0	0
04:50	04:50	270.4	146.6		52.0	82.0	0.0	0	0
04:51	04:51	270.7	146.9		52.0	82.0	0.0	0	0
04:52	04:52	271.1	147.3		52.0	81.0	0.0	0	0
04:53	04:53	271.5	147.5		52.0	76.0	0.0	0	0
04:54	04:54	271.8	147.8		52.0	74.0	0.0	0	0
04:55	04:55	272.0	148.2		52.0	72.0	0.0	0	0
04:56	04:56	272.3	148.4		52.0	72.0	0.0	0	0
04:57	04:57	272.3	148.7		52.0	72.0	0.0	0	0
04:58	04:58	272.3	148.9		52.0	72.0	0.0	0	0
04:59	04:59	272.3	149.2		52.0	72.0	0.0	0	0
05:00	05:00	272.4	149.5		52.0	72.0	0.0	0	0
05:01	05:01	272.5	149.7		52.0	72.0	0.0	0	0
05:02	05:02	272.5	150.0		52.0	72.0	0.0	0	0
05:03	05:03	272.5	150.3		52.0	72.0	0.0	0	0
05:04	05:04	272.5	150.6		52.0	72.0	0.0	0	0
05:05	05:05	272.5	150.8		52.0	72.0	0.0	0	0
05:06	05:06	272.5	151.1		52.0	72.0	0.0	0	0
05:07	05:07	272.5	151.3		52.0	72.0	0.0	0	0
05:08	05:08	272.5	151.7		52.0	72.0	0.0	0	0
05:09	05:09	272.5	151.9		52.0	72.0	0.0	0	0
05:10	05:10	272.6	152.1		52.0	72.0	0.0	0	0
05:11	05:11	272.7	152.4		52.0	72.0	0.0	0	0
05:12	05:12	272.8	152.7		52.0	72.0	0.0	0	0
05:13	05:13	272.8	152.9		52.0	72.0	0.0	0	0
05:14	05:14	272.9	153.2		52.0	66.0	0.0	0	0
05:15	05:15	272.9	153.5		52.0	66.0	0.0	0	0
05:16	05:16	273.0	153.7		52.0	63.0	0.0	0	0
05:17	05:17	273.1	154.0		52.0	62.0	0.0	0	0
05:18	05:18	273.1	154.3		52.0	62.0	0.0	0	0
05:19	05:19	273.1	154.5		52.0	62.0	0.0	0	0
05:20	05:20	273.1	154.8		52.0	62.0	0.0	0	0
05:21	05:21	273.1	155.0		52.0	62.0	0.0	0	0
05:22	05:22	273.0	155.3		52.0	62.0	0.0	0	0
05:23	05:23	272.8	155.5		52.0	62.0	0.0	0	0
05:24	05:24	272.6	155.8		52.0	62.0	0.0	0	0
05:25	05:25	272.4	156.1		52.0	62.0	0.0	0	0
05:26	05:26	272.2	156.3		52.0	62.0	0.0	0	0
05:27	05:27	272.1	156.6		52.0	62.0	0.0	0	0
05:28	05:28	271.9	156.9		52.0	62.0	0.0	0	0
05:29	05:29	271.7	157.0		52.0	62.0	0.0	0	0
05:30	05:30	271.6	157.3		52.0	62.0	0.0	0	0
05:31	05:31	271.5	157.6		52.0	62.0	0.0	0	0
05:32	05:32	271.4	157.8		52.0	62.0	0.0	0	0
05:33	05:33	271.2	158.1		52.0	62.0	0.0	0	0
05:34	05:34	271.1	158.3		52.0	62.0	0.0	0	0
05:35	05:35	270.9	158.6		52.0	62.0	0.0	0	0
05:36	05:36	270.8	158.9		52.0	62.0	0.0	0	0
05:37	05:37	270.8	159.1		52.0	62.0	0.0	0	0
05:38	05:38	270.9	159.4		52.0	62.0	0.0	0	0
05:39	05:39	270.9	159.6		52.0	62.0	0.0	0	0
05:40	05:40	270.9	159.9	DRY End	52.0	62.0	0.0	0	0
05:41	05:41	271.0	160.2		52.0	62.0	0.0	0	0
05:42	05:42	271.0	160.4		52.0	62.0	0.0	0	0
05:43	05:43	271.1	160.6		52.0	62.0	0.0	0	0
05:44	05:44	271.2	160.9		52.0	62.0	0.0	0	0
05:45	05:45	271.2	161.1		52.0	62.0	0.0	0	0
05:46	05:46	271.2	161.3		52.0	62.0	0.0	0	0
05:47	05:47	271.3	161.5		52.0	62.0	0.0	0	0
05:48	05:48	271.3	161.8		52.0	62.0	0.0	0	0
05:49	05:49	271.3	162.0		52.0	62.0	0.0	0	0
05:50	05:50	271.3	162.2		52.0	62.0	0.0	0	0
05:51	05:51	271.4	162.4		52.0	62.0	0.0	0	0
05:52	05:52	271.5	162.6		52.0	62.0	0.0	0	0
05:53	05:53	271.5	162.8		52.0	62.0	0.0	0	0
05:54	05:54	271.8	163.1		52.0	62.0	0.0	0	0
05:55	05:55	271.9	163.3		52.0	62.0	0.0	0	0
05:56	05:56	272.1	163.5		52.0	62.0	0.0	0	0
05:57	05:57	272.3	163.8		52.0	62.0	0.0	0	0
05:58	05:58	272.5	164.0		52.0	62.0	0.0	0	0
05:59	05:59	272.7	164.2		52.0	62.0	0.0	0	0
06:00	06:00	272.9	164.4		52.0	62.0	0.0	0	0
06:01	06:01	273.2	164.7		52.0	62.0	0.0	0	0
06:02	06:02	273.3	164.9		52.0	62.0	0.0	0	0
06:03	06:03	273.3	165.0		52.0	62.0	0.0	0	0
06:04	06:04	273.3	165.3		52.0	62.0	0.0	0	0
06:05	06:05	273.3	165.5		52.0	62.0	0.0	0	0
06:06	06:06	273.4	165.7		52.0	62.0	0.0	0	0
06:07	06:07	273.5	165.9		52.0	62.0	0.0	0	0
06:08	06:08	273.6	166.1		52.0	62.0	0.0	0	0
06:09	06:09	273.8	166.3		52.0	62.0	0.0	0	0
06:10	06:10	273.9	166.6		52.0	62.0	0.0	0	0
06:11	06:11	274.0	166.8		52.0	62.0	0.0	0	0
06:12	06:12	274.2	167.0		52.0	62.0	0.0	0	0
06:13	06:13	274.3	167.2		52.0	62.0	0.0	0	0
06:14	06:14	274.5	167.4		52.0	62.0	0.0	0	0
06:15	06:15	274.6	167.7		52.0	62.0	0.0	0	0
06:16	06:16	274.7	167.9		52.0	62.0	0.0	0	0
06:17	06:17	274.8	168.2		52.0	62.0	0.0	0	0
06:18	06:18	275.0	168.4		52.0	62.0	0.0	0	0
06:19	06:19	275.2	168.6		52.0	62.0	0.0	0	0
06:20	06:20	275.4	168.9		52.0	62.0	0.0	0	0
06:21	06:21	275.5	169.1		52.0	62.0	0.0	0	0
06:22	06:22	275.8	169.3		52.0	62.0	0.0	0	0
06:23	06:23	276.0	169.5		52.0	62.0	0.0	0	0
06:24	06:24	276.2	169.8		52.0	62.0	0.0	0	0
06:25	06:25	276.5	170.0		52.0	62.0	0.0	0	0
06:26	06:26	276.6	170.2		52.0	62.0	0.0	0	0
06:27	06:27	276.8	170.4		52.0	62.0	0.0	0	0
06:28	06:28	277.1	170.6		52.0	62.0	0.0	0	0
06:29	06:29	277.2	170.8		52.0	62.0	0.0	0	0
06:30	06:30	277.3	171.1		52.0	62.0	0.0	0	0
06:31	06:31	277.4	171.3		52.0	62.0	0.0	0	0
06:32	06:32	277.5	171.5		52.0	62.0	0.0	0	0
06:33	06:33	277.6	171.7		52.0	62.0	0.0	0	0
06:34	06:34	277.6	171.9		52.0	62.0	0.0	0	0
06:35	06:35	277.8	172.1		52.0	60.0	0.0	0	0
06:36	06:36	277.9	172.3		52.0	56.0	0.0	0	0
06:37	06:37	278.1	172.6		52.0	56.0	0.0	0	0
06:38	06:38	278.3	172.8		52.0	55.0	0.0	0	0
06:39	06:39	278.3	173.0		52.0	53.0	0.0	0	0
06:40	06:40	278.4	173.2		52.0	52.0	0.0	0	0
06:41	06:41	278.4	173.4		52.0	52.0	0.0	0	0
06:42	06:42	278.5	173.6		52.0	52.0	0.0	0	0
06:43	06:43	278.5	173.9		52.0	52.0	0.0	0	0
06:44	06:44	278.5	174.1		52.0	52.0	0.0	0	0
06:45	06:45	278.5	174.3		52.0	52.0	0.0	0	0
06:46	06:46	278.5	174.6		52.0	52.0	0.0	0	0
06:47	06:47	278.5	174.8		52.0	52.0	0.0	0	0
06:48	06:48	278.5	175.1		52.0	52.0	0.0	0	0
06:49	06:49	278.5	175.3		52.0	52.0	0.0	0	0
06:50	06:50	278.5	175.5		52.0	52.0	0.0	0	0
06:51	06:51	278.4	175.7		52.0	52.0	0.0	0	0
06:52	06:52	278.3	175.9		52.0	52.0	0.0	0	0
06:53	06:53	278.3	176.1		52.0	52.0	0.0	0	0
06:54	06:54	278.2	176.3		52.0	52.0	0.0	0	0
06:55	06:55	278.2	176.5		52.0	52.0	0.0	0	0
06:56	06:56	278.2	176.7		52.0	52.0	0.0	0	0
06:57	06:57	278.1	176.9		52.0	52.0	0.0	0	0
06:58	06:58	278.1	177.1		52.0	52.0	0.0	0	0
06:59	06:59	278.1	177.3		52.0	52.0	0.0	0	0
07:00	07:00	278.0	177.4		52.0	52.0	0.0	0	0
07:01	07:01	278.0	177.6		52.0	52.0	0.0	0	0
07:02	07:02	278.0	177.8		52.0	52.0	0.0	0	0
07:03	07:03	278.1	178.0		52.0	52.0	0.0	0	0
07:04	07:04	278.2	178.2		52.0	52.0	0.0	0	0
07:05	07:05	278.3	178.4		52.0	52.0	0.0	0	0
07:06	07:06	278.4	178.7		52.0	52.0	0.0	0	0
07:07	07:07	278.4	178.9		52.0	52.0	0.0	0	0
